Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,Result
BDCQ.SF1CCCA,2023.06,32874.216,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,,197245.296
BDCQ.SF1CCCA,2023.09,29676.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,,178058.862
BDCQ.SF1CCCA,2023.12,33393.409,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,,200360.454
BDCQ.SF1CCCA,2024.03,30779.539,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,,184677.234
BDCQ.SF1CCCA,2024.06,32208.111,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,,193248.666
BDCQ.SF1CCCA,2024.09,29787.064,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,,178722.384
BDCQ.SF1CCCS,2016.06,24271.295,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,145627.77
BDCQ.SF1CCCS,2016.09,24414.059,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,146484.354
BDCQ.SF1CCCS,2016.12,25031.101,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,150186.606
BDCQ.SF1CCCS,2017.03,25737.121,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,154422.726
BDCQ.SF1CCCS,2017.06,26522.822,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,159136.932
BDCQ.SF1CCCS,2017.09,26713.136,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,160278.816
BDCQ.SF1CCCS,2017.12,27565.935,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,165395.61000000002
BDCQ.SF1CCCS,2018.03,27563.909,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,165383.454
BDCQ.SF1CCCS,2018.06,28040.713,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,168244.278
BDCQ.SF1CCCS,2018.09,28442.091,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,170652.546
BDCQ.SF1CCCS,2018.12,28557.754,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,171346.524
BDCQ.SF1CCCS,2019.03,28629.252,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,171775.512
BDCQ.SF1CCCS,2019.06,28382.774,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,170296.644
BDCQ.SF1CCCS,2019.09,28770.611,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,172623.666
BDCQ.SF1CCCS,2019.12,29640.496,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,177842.976
BDCQ.SF1CCCS,2020.03,29401.798,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,176410.788
BDCQ.SF1CCCS,2020.06,25528.743,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,153172.45799999998
BDCQ.SF1CCCS,2020.09,28362.077,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,170172.462
BDCQ.SF1CCCS,2020.12,28519.853,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,171119.118
BDCQ.SF1CCCS,2021.03,29552.322,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,177313.932
BDCQ.SF1CCCS,2021.06,30439.448,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,182636.688
BDCQ.SF1CCCS,2021.09,29544.066,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,177264.396
BDCQ.SF1CCCS,2021.12,33048.494,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,198290.96399999998
BDCQ.SF1CCCS,2022.03,33900.814,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,203404.884
BDCQ.SF1CCCS,2022.06,32390.034,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,194340.204
BDCQ.SF1CCCS,2022.09,34645.695,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,207874.16999999998
BDCQ.SF1CCCS,2022.12,33303.539,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,199821.234
BDCQ.SF1CCCS,2023.03,32431.534,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,194589.204
BDCQ.SF1CCCS,2023.06,32491.65,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,194949.90000000002
BDCQ.SF1CCCS,2023.09,31582.365,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,189494.19
BDCQ.SF1CCCS,2023.12,31204.805,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,187228.83000000002
BDCQ.SF1CCCS,2024.03,31509.041,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,189054.246
BDCQ.SF1CCCS,2024.06,31804.987,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,190829.92200000002
BDCQ.SF1CCCS,2024.09,31762.061,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,,190572.366
BDCQ.SF1CCCT,2016.06,24117.246,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,144703.476
BDCQ.SF1CCCT,2016.09,24573.212,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,147439.272
BDCQ.SF1CCCT,2016.12,24871.487,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,149228.92200000002
BDCQ.SF1CCCT,2017.03,25915.015,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,155490.09
BDCQ.SF1CCCT,2017.06,26301.031,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,157806.186
BDCQ.SF1CCCT,2017.09,26925.15,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,161550.90000000002
BDCQ.SF1CCCT,2017.12,27310.357,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,163862.142
BDCQ.SF1CCCT,2018.03,27750.045,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,166500.27
BDCQ.SF1CCCT,2018.06,27916.863,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,167501.178
BDCQ.SF1CCCT,2018.09,28545.079,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,171270.47400000002
BDCQ.SF1CCCT,2018.12,28548.672,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,171292.032
BDCQ.SF1CCCT,2019.03,28564.07,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,171384.41999999998
BDCQ.SF1CCCT,2019.06,28401.314,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,170407.884
BDCQ.SF1CCCT,2019.09,28935.97,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,173615.82
BDCQ.SF1CCCT,2019.12,29394.428,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,176366.568
BDCQ.SF1CCCT,2020.03,29701.844,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,178211.064
BDCQ.SF1CCCT,2020.06,28487.463,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,170924.778
BDCQ.SF1CCCT,2020.09,28546.564,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,171279.384
BDCQ.SF1CCCT,2020.12,28508.856,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,171053.136
BDCQ.SF1CCCT,2021.03,29491.821,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,176950.926
BDCQ.SF1CCCT,2021.06,30314.606,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,181887.636
BDCQ.SF1CCCT,2021.09,31534.79,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,189208.74
BDCQ.SF1CCCT,2021.12,32321.008,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,193926.048
BDCQ.SF1CCCT,2022.03,33619.604,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,201717.624
BDCQ.SF1CCCT,2022.06,32335.036,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,194010.21600000001
BDCQ.SF1CCCT,2022.09,33624.064,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,201744.384
BDCQ.SF1CCCT,2022.12,33342.023,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,200052.138
BDCQ.SF1CCCT,2023.03,32661.65,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,195969.90000000002
BDCQ.SF1CCCT,2023.06,32247.455,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,193484.73
BDCQ.SF1CCCT,2023.09,31658.968,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,189953.80800000002
BDCQ.SF1CCCT,2023.12,31229.26,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,187375.56
BDCQ.SF1CCCT,2024.03,31432.673,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,188596.038
BDCQ.SF1CCCT,2024.06,31693.18,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,190159.08000000002
BDCQ.SF1CCCT,2024.09,31896.912,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Trend,,191381.472
BDCQ.SF1DD1CA,2016.06,4389.346,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,26336.075999999997
BDCQ.SF1DD1CA,2016.09,4518.372,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,27110.232000000004
BDCQ.SF1DD1CA,2016.12,4000.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,24005.238
BDCQ.SF1DD1CA,2017.03,4016.159,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,24096.954
BDCQ.SF1DD1CA,2017.06,4695.998,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,28175.987999999998
BDCQ.SF1DD1CA,2017.09,5194.823,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,31168.938000000002
BDCQ.SF1DD1CA,2017.12,4701.467,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,28208.801999999996
BDCQ.SF1DD1CA,2018.03,4496.772,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,26980.631999999998
BDCQ.SF1DD1CA,2018.06,4840.18,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,29041.08
BDCQ.SF1DD1CA,2018.09,5156.148,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,30936.888
BDCQ.SF1DD1CA,2018.12,5614.962,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,33689.772000000004
BDCQ.SF1DD1CA,2019.03,5179.837,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,31079.022000000004
BDCQ.SF1DD1CA,2019.06,5227.452,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,31364.712
BDCQ.SF1DD1CA,2019.09,5643.33,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,33859.979999999996
BDCQ.SF1DD1CA,2019.12,4852.274,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,29113.644
BDCQ.SF1DD1CA,2020.03,4646.124,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,27876.744
BDCQ.SF1DD1CA,2020.06,4948.016,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,29688.095999999998
BDCQ.SF1DD1CA,2020.09,5714.787,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,34288.722
BDCQ.SF1DD1CA,2020.12,5060.137,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,30360.822
BDCQ.SF1DD1CA,2021.03,5555.283,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,33331.698000000004
BDCQ.SF1DD1CA,2021.06,6827.519,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,40965.114
BDCQ.SF1DD1CA,2021.09,6031.352,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,36188.112
BDCQ.SF1DD1CA,2021.12,4926.692,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,29560.152000000002
BDCQ.SF1DD1CA,2022.03,5598.615,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,33591.69
BDCQ.SF1DD1CA,2022.06,6421.209,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,38527.254
BDCQ.SF1DD1CA,2022.09,5794.891,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,34769.346
BDCQ.SF1DD1CA,2022.12,5053.223,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,30319.338
BDCQ.SF1DD1CA,2023.03,5685.294,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,34111.763999999996
BDCQ.SF1DD1CA,2023.06,5816.308,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,34897.848
BDCQ.SF1DD1CA,2023.09,6646.915,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,39881.49
BDCQ.SF1DD1CA,2023.12,6236.742,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,37420.452000000005
BDCQ.SF1DD1CA,2024.03,6474.452,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,38846.712
BDCQ.SF1DD1CA,2024.06,7924.805,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,47548.83
BDCQ.SF1DD1CA,2024.09,8743.617,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,,52461.702000000005
BDCQ.SF1DD1CS,2016.06,4389.346,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,26336.075999999997
BDCQ.SF1DD1CS,2016.09,4518.372,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,27110.232000000004
BDCQ.SF1DD1CS,2016.12,4000.873,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,24005.238
BDCQ.SF1DD1CS,2017.03,4016.159,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,24096.954
BDCQ.SF1DD1CS,2017.06,4695.998,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,28175.987999999998
BDCQ.SF1DD1CS,2017.09,5194.823,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,31168.938000000002
BDCQ.SF1DD1CS,2017.12,4701.467,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,28208.801999999996
BDCQ.SF1DD1CS,2018.03,4496.772,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,26980.631999999998
BDCQ.SF1DD1CS,2018.06,4840.18,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,29041.08
BDCQ.SF1DD1CS,2018.09,5156.148,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,30936.888
BDCQ.SF1DD1CS,2018.12,5614.962,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,33689.772000000004
BDCQ.SF1DD1CS,2019.03,5179.837,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,31079.022000000004
BDCQ.SF1DD1CS,2019.06,5227.452,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,31364.712
BDCQ.SF1DD1CS,2019.09,5643.33,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,33859.979999999996
BDCQ.SF1DD1CS,2019.12,4852.274,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,29113.644
BDCQ.SF1DD1CS,2020.03,4646.124,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,27876.744
BDCQ.SF1DD1CS,2020.06,4948.016,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,29688.095999999998
BDCQ.SF1DD1CS,2020.09,5714.787,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,34288.722
BDCQ.SF1DD1CS,2020.12,5060.137,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,30360.822
BDCQ.SF1DD1CS,2021.03,5555.283,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,33331.698000000004
BDCQ.SF1DD1CS,2021.06,6827.519,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,40965.114
BDCQ.SF1DD1CS,2021.09,6031.352,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,36188.112
BDCQ.SF1DD1CS,2021.12,4926.692,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,29560.152000000002
BDCQ.SF1DD1CS,2022.03,5598.615,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Seasonally adjusted,,33591.69
